client_id,data_size,training_rounds,total_training_time,avg_time_per_round,final_accuracy,final_loss,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,experiment_type,dataset,total_rounds,local_epochs,iid
0,1200,10,27.97,2.8,0.92,0.4464,64,302,11,1,172,0,508,15,42,85,cyclic-agglomerative,mnist,10,5,False
1,1200,10,15.01,1.5,0.9567,0.19,460,313,60,15,9,2,203,82,10,46,cyclic-agglomerative,mnist,10,5,False
2,1200,10,16.09,1.61,0.9992,0.0072,31,86,134,107,0,117,17,89,203,416,cyclic-agglomerative,mnist,10,5,False
3,1200,0,0.0,0.0,0.0,0.0,59,16,67,99,194,46,0,92,244,383,cyclic-agglomerative,mnist,10,5,False
4,1200,10,15.36,1.54,0.995,0.0188,13,18,16,25,383,403,147,49,145,1,cyclic-agglomerative,mnist,10,5,False
5,1200,10,15.47,1.55,0.9842,0.1456,2,3,63,11,180,22,1,288,611,19,cyclic-agglomerative,mnist,10,5,False
6,1200,0,0.0,0.0,0.0,0.0,328,22,87,130,54,8,8,22,246,295,cyclic-agglomerative,mnist,10,5,False
7,1200,10,15.08,1.51,0.9908,0.0294,87,459,208,103,72,29,9,52,0,181,cyclic-agglomerative,mnist,10,5,False
8,1200,10,15.29,1.53,0.9233,0.6233,3,2,145,28,128,126,574,96,24,74,cyclic-agglomerative,mnist,10,5,False
9,1200,10,14.19,1.42,0.9875,0.0336,95,0,3,97,112,311,7,433,2,140,cyclic-agglomerative,mnist,10,5,False
10,1200,10,14.38,1.44,0.9933,0.0415,0,333,55,6,4,12,70,445,268,7,cyclic-agglomerative,mnist,10,5,False
11,1200,10,15.69,1.57,0.9108,0.4338,5,294,67,160,40,447,23,51,103,10,cyclic-agglomerative,mnist,10,5,False
12,1200,10,15.24,1.52,0.9533,0.3957,4,53,187,253,65,33,25,223,303,54,cyclic-agglomerative,mnist,10,5,False
13,1200,0,0.0,0.0,0.0,0.0,117,71,12,0,126,150,27,469,132,96,cyclic-agglomerative,mnist,10,5,False
14,1200,10,15.05,1.51,0.9692,0.2253,181,48,6,279,49,46,5,37,512,37,cyclic-agglomerative,mnist,10,5,False
15,1200,0,0.0,0.0,0.0,0.0,16,9,0,113,1,137,38,74,55,757,cyclic-agglomerative,mnist,10,5,False
16,1200,0,0.0,0.0,0.0,0.0,56,25,123,0,46,195,338,410,2,5,cyclic-agglomerative,mnist,10,5,False
17,1200,0,0.0,0.0,0.0,0.0,4,374,179,6,3,83,20,259,128,144,cyclic-agglomerative,mnist,10,5,False
18,1200,0,0.0,0.0,0.0,0.0,180,46,27,2,28,19,3,30,250,615,cyclic-agglomerative,mnist,10,5,False
19,1200,0,0.0,0.0,0.0,0.0,5,140,105,7,407,76,43,23,353,41,cyclic-agglomerative,mnist,10,5,False
20,1200,0,0.0,0.0,0.0,0.0,16,35,1,76,361,135,203,34,315,24,cyclic-agglomerative,mnist,10,5,False
21,1200,0,0.0,0.0,0.0,0.0,0,0,48,5,681,72,211,0,136,47,cyclic-agglomerative,mnist,10,5,False
22,1200,0,0.0,0.0,0.0,0.0,66,75,546,33,139,319,0,0,10,12,cyclic-agglomerative,mnist,10,5,False
